-1,RootNode
1,Troller
2,character_troll_male_trollmale_hd_rig
3,character_troll_male_trollmale_hd_bone_0
4,character_troll_male_trollmale_hd_bone_1
5,character_troll_male_trollmale_hd_bone_2
6,character_troll_male_trollmale_hd_bone_4
7,character_troll_male_trollmale_hd_bone_5
8,character_troll_male_trollmale_hd_bone_12
9,character_troll_male_trollmale_hd_bone_21
10,character_troll_male_trollmale_hd_bone_6
11,character_troll_male_trollmale_hd_bone_13
12,character_troll_male_trollmale_hd_bone_22
13,character_troll_male_trollmale_hd_bone_7
14,character_troll_male_trollmale_hd_bone_14
15,character_troll_male_trollmale_hd_bone_15
16,character_troll_male_trollmale_hd_bone_16
17,character_troll_male_trollmale_hd_bone_23
18,character_troll_male_trollmale_hd_bone_24
19,character_troll_male_trollmale_hd_bone_31
20,character_troll_male_trollmale_hd_bone_37
21,character_troll_male_trollmale_hd_bone_208
22,character_troll_male_trollmale_hd_bone_209
23,character_troll_male_trollmale_hd_bone_8
24,character_troll_male_trollmale_hd_bone_9
25,character_troll_male_trollmale_hd_bone_17
26,character_troll_male_trollmale_hd_bone_25
27,character_troll_male_trollmale_hd_bone_26
28,character_troll_male_trollmale_hd_bone_32
29,character_troll_male_trollmale_hd_bone_38
30,character_troll_male_trollmale_hd_bone_207
31,character_troll_male_trollmale_hd_bone_210
32,character_troll_male_trollmale_hd_bone_18
33,character_troll_male_trollmale_hd_bone_19
34,character_troll_male_trollmale_hd_bone_10
35,character_troll_male_trollmale_hd_bone_192
36,character_troll_male_trollmale_hd_bone_3
37,character_troll_male_trollmale_hd_bone_11
38,character_troll_male_trollmale_hd_bone_20
39,character_troll_male_trollmale_hd_bone_27
40,character_troll_male_trollmale_hd_bone_33
41,character_troll_male_trollmale_hd_bone_39
42,character_troll_male_trollmale_hd_bone_40
43,character_troll_male_trollmale_hd_bone_41
44,character_troll_male_trollmale_hd_bone_47
45,character_troll_male_trollmale_hd_bone_217
46,character_troll_male_trollmale_hd_bone_218
47,character_troll_male_trollmale_hd_bone_48
48,character_troll_male_trollmale_hd_bone_108
49,character_troll_male_trollmale_hd_bone_144
50,character_troll_male_trollmale_hd_bone_109
51,character_troll_male_trollmale_hd_bone_145
52,character_troll_male_trollmale_hd_bone_110
53,character_troll_male_trollmale_hd_bone_225
54,character_troll_male_trollmale_hd_bone_111
55,character_troll_male_trollmale_hd_bone_146
56,character_troll_male_trollmale_hd_bone_112
57,character_troll_male_trollmale_hd_bone_226
58,character_troll_male_trollmale_hd_bone_230
59,character_troll_male_trollmale_hd_bone_231
60,character_troll_male_trollmale_hd_bone_234
61,character_troll_male_trollmale_hd_bone_232
62,character_troll_male_trollmale_hd_bone_49
63,character_troll_male_trollmale_hd_bone_50
64,character_troll_male_trollmale_hd_bone_212
65,character_troll_male_trollmale_hd_bone_206
66,character_troll_male_trollmale_hd_bone_28
67,character_troll_male_trollmale_hd_bone_34
68,character_troll_male_trollmale_hd_bone_42
69,character_troll_male_trollmale_hd_bone_51
70,character_troll_male_trollmale_hd_bone_52
71,character_troll_male_trollmale_hd_bone_53
72,character_troll_male_trollmale_hd_bone_113
73,character_troll_male_trollmale_hd_bone_147
74,character_troll_male_trollmale_hd_bone_114
75,character_troll_male_trollmale_hd_bone_148
76,character_troll_male_trollmale_hd_bone_115
77,character_troll_male_trollmale_hd_bone_227
78,character_troll_male_trollmale_hd_bone_233
79,character_troll_male_trollmale_hd_bone_116
80,character_troll_male_trollmale_hd_bone_224
81,character_troll_male_trollmale_hd_bone_228
82,character_troll_male_trollmale_hd_bone_229
83,character_troll_male_trollmale_hd_bone_117
84,character_troll_male_trollmale_hd_bone_149
85,character_troll_male_trollmale_hd_bone_219
86,character_troll_male_trollmale_hd_bone_220
87,character_troll_male_trollmale_hd_bone_221
88,character_troll_male_trollmale_hd_bone_222
89,character_troll_male_trollmale_hd_bone_211
90,character_troll_male_trollmale_hd_bone_43
91,character_troll_male_trollmale_hd_bone_44
92,character_troll_male_trollmale_hd_bone_205
93,character_troll_male_trollmale_hd_bone_29
94,character_troll_male_trollmale_hd_bone_35
95,character_troll_male_trollmale_hd_bone_45
96,character_troll_male_trollmale_hd_bone_54
97,character_troll_male_trollmale_hd_bone_118
98,character_troll_male_trollmale_hd_bone_30
99,character_troll_male_trollmale_hd_bone_36
100,character_troll_male_trollmale_hd_bone_46
101,character_troll_male_trollmale_hd_bone_55
102,character_troll_male_trollmale_hd_bone_56
103,character_troll_male_trollmale_hd_bone_57
104,character_troll_male_trollmale_hd_bone_58
105,character_troll_male_trollmale_hd_bone_59
